  5.7758533996E-04 -4.4651349560E-03 -5.3456679047E-03 -1.9034970813E-03  9.8711731452E-06  2.3700157151E-06  5.2583920702E-08  4.5301248464E-08 -1.5507986021E-07  5.4142622563E-08
  7.5646332755E-04 -7.6531053169E-03 -9.1584874005E-03 -3.2584263612E-03  2.8548520758E-05  6.2838779170E-06 -1.8563084981E-07  5.6563396603E-07 -3.8845299213E-07  2.0904802028E-07
  9.9073976838E-04 -1.3110128265E-02 -1.5677972591E-02 -5.5702770717E-03  8.2478950711E-05  1.6779170586E-05 -1.4033536526E-06  3.5209305369E-06 -9.7496617855E-07  9.7073324756E-07
  1.2975715450E-03 -2.2437941505E-02 -2.6802165351E-02 -9.5017207523E-03  2.3745664247E-04  4.5133997151E-05 -6.1810501577E-06  1.8541162766E-05 -2.1150921874E-06  4.9613435051E-06
  1.6994290207E-03 -3.8344907289E-02 -4.5719538090E-02 -1.6152462170E-02  6.7553624475E-04  1.2336552548E-04 -2.2004232285E-05  7.7758674319E-05 -3.2175780681E-06  2.0153911891E-05
  2.2257416229E-03 -6.5369142737E-02 -7.7718202663E-02 -2.7312697248E-02  1.8952372811E-03  3.4183473727E-04 -6.9372325643E-05  2.8937435738E-04 -2.4260009140E-06  7.4103461311E-05
  2.9150530628E-03 -1.1100374184E-01 -1.3139348989E-01 -4.5811799162E-02  5.2316588687E-03  9.4819873293E-04 -2.0384576295E-04  1.0139886247E-03  6.8747256972E-06  2.6263307827E-04
  3.8178440264E-03 -1.8733402201E-01 -2.2028201606E-01 -7.5923086346E-02  1.4145174526E-02  2.5963148454E-03 -5.7199432206E-04  3.3981610619E-03  4.5407021326E-05  9.0346554998E-04
  5.0002290509E-03 -3.1314319426E-01 -3.6467801605E-01 -1.2366320631E-01  3.7247172316E-02  6.9179904348E-03 -1.5539354533E-03  1.0960119674E-02  1.8387300553E-04  3.0190697086E-03
  6.5487983241E-03 -5.1594090083E-01 -5.9271167272E-01 -1.9659927739E-01  9.4753620697E-02  1.7726254206E-02 -4.0845156746E-03  3.3773956990E-02  6.5440342718E-04  9.6660969865E-03
  8.5769589859E-03 -8.3229361206E-01 -9.3860788360E-01 -3.0253094442E-01  2.3044669706E-01  4.2931972708E-02 -1.0362724367E-02  9.8600908474E-02  2.1294045971E-03  2.9406979386E-02
  1.1233240330E-02 -1.3032340133E+00 -1.4349632920E+00 -4.4650894384E-01  5.2815127800E-01  9.5685116721E-02 -2.5371179998E-02  2.6898658273E-01  6.2852799344E-03  8.3848010535E-02
  1.4712171122E-02 -1.9613042656E+00 -2.0977026958E+00 -6.2690799305E-01  1.1187159278E+00  1.8841090124E-01 -6.0137138601E-02  6.7180105461E-01  1.7210330633E-02  2.1876234070E-01
