  5.7758533996E-04  1.9799050787E-03 -2.1184451012E-02 -1.7884671480E-02 -2.1072991188E-02 -1.9753116734E-02
  7.5646332755E-04  4.4911662837E-03 -4.6641552161E-02 -3.9239342023E-02 -4.6321712149E-02 -4.3410668295E-02
  9.9073976838E-04  1.0191513241E-02 -1.0216434209E-01 -8.5613105724E-02 -1.0125799566E-01 -9.4898272531E-02
  1.2975715450E-03  2.3216827872E-02 -2.2217802236E-01 -1.8511482888E-01 -2.1965186896E-01 -2.0580550335E-01
  1.6994290207E-03  5.2727519156E-02 -4.7837233511E-01 -3.9594581796E-01 -4.7146344615E-01 -4.4176444815E-01
  2.2257416229E-03  1.1876065923E-01 -1.0162030984E+00 -8.3525474551E-01 -9.9771158860E-01 -9.3552389500E-01
  2.9150530628E-03  2.6458915058E-01 -2.1204883866E+00 -1.7294484082E+00 -2.0722641136E+00 -1.9458132858E+00
  3.8178440264E-03  5.8280110450E-01 -4.3222365059E+00 -3.4897296909E+00 -4.2004168287E+00 -3.9507111183E+00
  5.0002290509E-03  1.2636756900E+00 -8.5449777976E+00 -6.8055980684E+00 -8.2491539361E+00 -7.7734498969E+00
  6.5487983241E-03  2.6866629114E+00 -1.6238614854E+01 -1.2673776623E+01 -1.5554567181E+01 -1.4676391861E+01
  8.5769589859E-03  5.6236929960E+00 -2.9296520142E+01 -2.2029794590E+01 -2.7807860231E+01 -2.6164827675E+01
  1.1233240330E-02  2.7352539962E+00 -4.4252493232E+01 -4.1056322768E+01 -4.1201733148E+01 -4.0738464758E+01
  1.4712171122E-02  9.6966438529E+00 -6.7852250506E+01 -5.5029625906E+01 -6.2190521028E+01 -5.9061843750E+01
  1.9268525623E-02  2.7046636312E+01 -9.2874609049E+01 -5.3560597992E+01 -8.3367544360E+01 -7.1097652629E+01
  2.5235981596E-02  6.1081876383E+01 -1.1378033646E+02 -1.9122640957E+01 -9.9299824896E+01 -6.5721078180E+01
  3.3051556699E-02  1.0705411822E+02 -1.3372661394E+02  3.6711434530E+01 -1.1315536427E+02 -4.9719657396E+01
  4.3287612811E-02  1.4833454182E+02 -1.6275308042E+02  7.0508801237E+01 -1.3475512450E+02 -4.9572374712E+01
  5.6693772094E-02  2.3024205147E+02 -1.7450490477E+02  1.9561374993E+02 -1.3975185138E+02  7.5191089616E-01
  7.4251814446E-02  3.3488922987E+02 -1.5764654820E+02  3.9846806332E+02 -1.1984858231E+02  1.0255087126E+02
  9.7247576672E-02  3.3354046436E+02 -1.4397570705E+02  4.0175292830E+02 -1.0532236928E+02  1.0860456791E+02
  1.2736511881E-01  3.8432997574E+02 -1.1541422301E+02  5.1941636738E+02 -7.9982111391E+01  1.7336502639E+02
  1.6681005372E-01  3.3428819667E+02 -7.6722634305E+01  4.7161662698E+02 -4.9719828969E+01  1.6786995710E+02
  2.1847107185E-01  2.4109380047E+02 -4.2564619313E+01  3.4639598619E+02 -2.5431718499E+01  1.2621846067E+02
  2.8613149010E-01  1.3592773647E+02 -1.7632014477E+01  1.9659630702E+02 -9.5385807231E+00  7.1958809391E+01
  3.7474631737E-01  4.7788468220E+01 -4.5410580151E+00  6.7965732466E+01 -2.1434820453E+00  2.4282810268E+01
  4.9080512717E-01  8.5437779013E+00 -5.7528286266E-01  1.1765948407E+01 -2.2990472643E-01  4.0270880072E+00
  6.4280731173E-01  4.7929837793E-01 -2.3145595356E-02  6.2716567833E-01 -7.8638943924E-03  2.0107357883E-01
  8.4188452227E-01  3.9271126466E-03 -1.4864013084E-04  4.8747941860E-03 -4.8876522024E-05  1.4645463891E-03
  1.1026158787E+00  1.5512570818E-06 -4.6083135798E-08  1.8303403406E-06 -1.6552431590E-08  5.1816621249E-07
  1.4440956494E+00  3.6451314354E-12 -8.0665233962E-14  4.0826905460E-12 -3.0030623359E-14  1.0888260310E-12
  1.8913315915E+00  1.4846367273E-21 -2.3861735282E-23  1.5339708165E-21 -8.6463448800E-24  3.7318191588E-22
  2.4770763560E+00  2.1524943194E-37 -2.8178536820E-39  1.9825812275E-37 -9.4051343772E-40  4.2589517569E-38
  3.2442260792E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
  4.2489618163E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
  5.5648638770E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
  7.2883003679E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
  9.5454845666E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
